ISIN,ORCHARD EUROPE EQUITIES,SHARES,UNITED KINGDOM,EASYJET ,GBP ,"20,000.00 ","213,055.45",0.99
ISIN,ORCHARD EUROPE EQUITIES,SHARES,UNITED KINGDOM,HALMA ,GBP ,"22,000.00 ","496,652.55",2.30
ISIN,ORCHARD EUROPE EQUITIES,SHARES,UNITED KINGDOM,OCADO GROUP ,GBP ,"35,000.00 ","456,475.55",2.11
ISIN,ORCHARD EUROPE EQUITIES,SHARES,UNITED KINGDOM,SEGRO REIT ,GBP ,"45,000.00 ","367,225.61",1.70
ISIN,ORCHARD EUROPE EQUITIES,II. OTHER TRANSFERABLE SECURITIES,FRANCE,CARREFOUR RIGHT ,EUR ,"25,000.00 ","11,500.00",0.05
ISIN,OCTOGONE BALANCED FUND,I. OTHER TRANSFERABLE SECURITIES,GUERNSEY,LEONTEQ (AMCRC) CERT. 17/PERP ,USD ,"30,000.00 ","1,989,450.00",3.34
ISIN,OCTOGONE BALANCED FUND,I. OTHER TRANSFERABLE SECURITIES,UNITED STATES,BANK THALER ENERGY IDX (JPM) 17/22 -SR- ,USD ,"19,900.00 ","1,430,213.00",2.40
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,FRANCE,LAZARD CREDIT FI FCP I EUR -ACC- ,EUR ,"1,591.00 ","2,219,112.25",3.73
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,IRELAND,COMGEST GROWTH - ASIA EX-JAPAN I USD -ACC- ,USD ,"80,151.70 ","1,822,649.77",3.06
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,IRELAND,EGERTON CAPITAL EQUITY FUND A USD HEDGED ,USD ,"15,849.97 ","4,809,356.40",8.09
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,IRELAND,NEW CAPITAL - WEALTHY NATIONS BOND INSTIT. USD ,USD ,"18,908.00 ","2,580,374.76",4.33
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,20UGS TCW UNCONSTRAINED PLUS BOND STRATEGIES A USD ,USD ,"22,155.00 ","2,566,213.65",4.31
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,AB SICAV I - CONCENTRATED US EQUITY I USD ,USD ,"127,500.00 ","3,723,000.00",6.25
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,ABERDEEN STANDARD LIQUIDITY (LUX) USD I-2 -ACC.- ,USD ,"2,642.00 ","3,405,791.63",5.72
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,AMUNDI FS - CASH USD IU USD -CAP.- ,USD ,"4,168.52 ","4,470,491.88",7.52
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,AXA IM - US SHORT DURATION HIGH YIELD B USD -CAP- ,USD ,"19,029.38 ","3,198,838.95",5.37
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,BLACKROCK GF - CONTINENTAL EUROP. FLEXIBLE D2 USD H ,USD ,"64,051.55 ","2,401,933.13",4.03
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,BLACKROCK SF - E.M. EQUITY STRATEGIES D2 USD -ACC- ,USD ,"5,000.00 ","930,750.00",1.56
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,BLACKROCK SF - EUROPEAN OPPORTUNITIES EXTENSION I2 ,EUR ,"8,030.92 ","1,882,441.25",3.16
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,CONVENTUM - LYRICAL FUND I -CAP.- ,USD ,"8,755.00 ","1,957,793.10",3.29
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,GAM MS - CHINA EVOLUTION EQUITY C USD ,USD ,"6,620.00 ","1,102,561.00",1.85
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,JANUS HENDERSON PAN EUROPEAN SMALLER CIES FUND I ,EUR ,"141,027.36 ","1,300,377.97",2.18
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,KRONOS VISION - DISRUPTIVE TECHNOLOGIES TRANSP. A USD ,USD ,"12,500.00 ","994,412.50",1.67
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,PICTET - SHORT-TERM MONEY MARKET USD I ,USD ,"18,998.15 ","2,723,481.14",4.57
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,SANTANDER - LATIN AMERICA CORPORATE BOND I ,USD ,"1,669.45 ","3,256,130.84",5.47
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,SISF - JAPANESE EQUITY C USD HEDGED -ACC- ,USD ,"7,492.00 ","1,223,295.26",2.05
ISIN,OCTOGONE BALANCED FUND,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,T. ROWE PRICE - US SMALLER CIES EQUITY I USD -ACC- ,USD ,"41,971.37 ","2,905,258.23",4.88
ISIN,BAM GLOBAL BONDS,BONDS,ARGENTINA,8.95%  - BUENOS AIRES 15/21 '11' -SR-S ,USD ,"1,000,000.00 ","595,691.66",0.53
ISIN,BAM GLOBAL BONDS,BONDS,AUSTRIA,SUB. RAIFFEISEN LB NIEDEROESTERREICH 13/23 ,EUR ,"1,500,000.00 ","1,688,676.00",1.51
ISIN,BAM GLOBAL BONDS,BONDS,AUSTRIA,5.875% '46' -S-  , 
ISIN,BAM GLOBAL BONDS,BONDS,BELGIUM,2.875%  - ANHEUSER-BUSCH INBEV 12/24 -SR-S ,EUR ,"1,450,000.00 ","1,653,284.20",1.48
ISIN,BAM GLOBAL BONDS,BONDS,BELGIUM,4.125%  - UCB 13/21 '2' -SR-S ,EUR ,"1,500,000.00 ","1,590,055.50",1.42
ISIN,BAM GLOBAL BONDS,BONDS,DENMARK,2.75%  - VESTAS WIND SYSTEMS 15/22 -SR-S ,EUR ,"1,600,000.00 ","1,697,408.00",1.52
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,FRN  - SUB. AXA 04/PERP ,USD ,"1,500,000.00 ","939,689.15",0.84
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,1.25%  - PLASTIC-OMNIUM 17/24 -SR- ,EUR ,"1,000,000.00 ","996,593.00",0.89
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,1.50%  - ILIAD 17/24 -SR- ,EUR ,"1,500,000.00 ","1,461,424.50",1.31
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,1.50%  - PERNOD-RICARD 16/26 -SR- ,EUR ,"1,800,000.00 ","1,926,786.60",1.72
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,1.75%  - SUB. DANONE 17/PERP -JR- ,EUR ,"1,700,000.00 ","1,734,379.10",1.55
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,2.00%  - BOLLORE 17/22 -SR-S ,EUR ,"2,200,000.00 ","2,249,673.80",2.01
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,2.50%  - INGENICO 14/21 ,EUR ,"1,500,000.00 ","1,560,796.50",1.40
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,2.625%  - FAURECIA 18/25 -SR-S ,EUR ,"1,500,000.00 ","1,568,583.00",1.40
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,2.625%  - ORPEA 18/25 -SR- ,EUR ,"900,000.00 ","937,095.30",0.84
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,4.00%  - BPCE 18/23 -SR-S ,USD ,"250,000.00 ","229,967.73",0.21
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,4.498%  - CASINO GUICHARD PERRACHON (FR/RAT) 14/24 -SR- ,EUR ,"1,600,000.00 ","1,384,256.00",1.24
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,5.00%  - CIE DE PHALSBOURG 19/24 -SR-S ,EUR ,"1,500,000.00 ","1,507,953.00",1.35
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,5.05%  - SUB. LA MONDIALE 14/PERP -JR-S ,EUR ,"1,000,000.00 ","1,125,234.00",1.01
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,5.75%  - TOUAX 18/23 -SR- ,EUR ,"1,000,000.00 ","988,202.00",0.88
ISIN,BAM GLOBAL BONDS,BONDS,FRANCE,5.80%  - LA FONCIERE VERTE 14/20 -SR- ,EUR ,"1,600,000.00 ","1,656,000.00",1.48
ISIN,BAM GLOBAL BONDS,BONDS,INDONESIA,5.875%  - INDONESIA 14/24 -SR- REG.S ,USD ,"1,680,000.00 ","1,656,111.49",1.48
ISIN,BAM GLOBAL BONDS,BONDS,ITALY,0.35%  - ITALY (BTP) 17/20 ,EUR ,"2,000,000.00 ","2,007,798.00",1.80
ISIN,BAM GLOBAL BONDS,BONDS,ITALY,2.75%  - CAMPARI 15/20 ,EUR ,"1,600,000.00 ","1,649,964.80",1.48
ISIN,BAM GLOBAL BONDS,BONDS,ITALY,3.45%  - ITALY (BTP) 17/48 ,EUR ,"2,000,000.00 ","2,205,576.00",1.97
ISIN,BAM GLOBAL BONDS,BONDS,ITALY,3.50%  - INTESA SANPAOLO 14/22 '755' ,EUR ,"1,460,000.00 ","1,574,961.86",1.41
ISIN,BAM GLOBAL BONDS,BONDS,LUXEMBOURG,1.125%  - MEDTRONIC GLOBAL HOLDINGS 19/27 -SR- ,EUR ,"1,500,000.00 ","1,565,064.00",1.40
ISIN,BAM GLOBAL BONDS,BONDS,LUXEMBOURG,2.25%  - GAZ CAPITAL -LPN- 17/22 ,CHF ,"1,200,000.00 ","1,128,853.58",1.01
ISIN,BAM GLOBAL BONDS,BONDS,LUXEMBOURG,4.50%  - LEONARDO 13/21 '7' -SR-S ,EUR ,"1,470,000.00 ","1,570,925.79",1.41
ISIN,BAM GLOBAL BONDS,BONDS,LUXEMBOURG,4.875%  - SUB. EUROFINS SCIENTIFIC 15/PERP ,EUR ,"1,150,000.00 ","1,204,246.65",1.08
ISIN,BAM GLOBAL BONDS,BONDS,LUXEMBOURG,5.00%  - TRAFIGURA FUNDING 15/20 ,EUR ,"1,700,000.00 ","1,706,278.10",1.53
ISIN,BAM GLOBAL BONDS,BONDS,MEXICO,2.75%  - CEMEX 17/24 ,EUR ,"1,000,000.00 ","1,023,486.00",0.92
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,FRN  - SUB. AEGON 04/PERP -JR- ,EUR ,"2,000,000.00 ","1,257,028.00",1.12
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,1.125%  - ARGENTUM/GIVAUDAN 18/25 -S- ,EUR ,"1,600,000.00 ","1,681,552.00",1.50
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,1.125%  - TEVA PHARMACEUTICAL FINANCE NL II 16/24 -SR- ,EUR ,"1,500,000.00 ","1,245,363.00",1.11
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,2.125%  - GEMALTO 14/21 -SR- ,EUR ,"650,000.00 ","677,171.95",0.61
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,3.375%  - ASML HOLDING 13/23 -SR-S ,EUR ,"600,000.00 ","686,840.40",0.61
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,3.75%  - SUB. TELEFONICA EUROPE 16/PERP -JR-S ,EUR ,"1,200,000.00 ","1,271,874.00",1.14
ISIN,BAM GLOBAL BONDS,BONDS,NETHERLANDS,5.25%  - LOUIS DREYFUS 17/23 -SR-S ,USD ,"1,400,000.00 ","1,227,023.53",1.10
ISIN,BAM GLOBAL BONDS,BONDS,PHILIPPINES,2.625%  - BDO UNIBANK 16/21 -SR-S ,USD ,"1,850,000.00 ","1,621,508.43",1.45
ISIN,BAM GLOBAL BONDS,BONDS,PHILIPPINES,4.00%  - PHILIPPINES 10/21 -SR- ,USD ,"1,000,000.00 ","901,457.67",0.81
ISIN,BAM GLOBAL BONDS,BONDS,POLAND,5.25%  - POLAND 10/25 -SR-S ,EUR ,"1,200,000.00 ","1,557,591.60",1.39
ISIN,BAM GLOBAL BONDS,BONDS,SOUTH KOREA,2.625%  - KIA MOTORS 16/21 -SR- ,USD ,"1,600,000.00 ","1,403,838.43",1.26
ISIN,BAM GLOBAL BONDS,BONDS,UNITED KINGDOM,4.75%  - INTERNATIONAL GAME 15/23 -SR-S ,EUR ,"1,700,000.00 ","1,900,134.20",1.70
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,1.50%  - KINDER MORGAN 15/22 -SR-S ,EUR ,"1,850,000.00 ","1,927,370.70",1.72
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,2.15%  - THERMO FISHER SCIENTIFIC 15/22 -SR- ,EUR ,"1,590,000.00 ","1,689,691.41",1.51
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,2.50%  - EXPEDIA 15/22 ,EUR ,"1,790,000.00 ","1,889,667.20",1.69
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,2.50%  - US TREASURY 18/20 ,USD ,"20,000,000.00 ","17,735,569.02",15.88
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,3.25%  - MCCORMICK 15/25 ,USD ,"1,650,000.00 ","1,476,225.50",1.32
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,4.50%  - SEALED AIR 15/23 ,EUR ,"1,550,000.00 ","1,762,993.25",1.58
ISIN,BAM GLOBAL BONDS,BONDS,UNITED STATES,4.75%  - SUB. GOLDMAN SACHS GROUP 06/21 ,EUR ,"1,400,000.00 ","1,546,435.80",1.38
ISIN,BAM GLOBAL BONDS,II. OTHER TRANSFERABLE SECURITIES,TURKEY,6.50%  - KOC HOLDINGS 19/25 -SR-S ,USD ,"1,300,000.00 ","1,141,922.37",1.02
ISIN,BAM GLOBAL BONDS,III. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,IVO - FIXED INCOME W EUR -ACC- ,EUR ,"55,000.00 ","5,729,900.00",5.14
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,AUSTRIA,OESTERREICHISCHE POST ,EUR ,"5,000.00 ","147,750.00",2.56
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,FRANCE,THALES ,EUR ,"1,700.00 ","184,705.00",3.19
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,GERMANY,BMW BAYERISCHE MOTOREN WERKE ,EUR ,"1,600.00 ","104,144.00",1.80
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,ITALY,LEONARDO ,EUR ,"10,000.00 ","111,450.00",1.93
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,NETHERLANDS,UNILEVER SHS CERT. ,EUR ,"2,400.00 ","128,544.00",2.22
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,SWITZERLAND,ABB ,CHF ,"6,800.00 ","119,975.14",2.08
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,SWITZERLAND,SFS GROUP ,CHF ,"2,400.00 ","179,622.27",3.11
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,AMAZON.COM ,USD ,80.00 ,"133,026.34",2.30
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,AMGEN ,USD ,"1,000.00 ","161,819.46",2.80
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,COCA-COLA ,USD ,"2,800.00 ","125,198.45",2.17
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,MCDONALD'S ,USD ,730.00 ,"133,115.38",2.30
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,MEDICINES ,USD ,"3,600.00 ","115,289.78",2.00
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,TIFFANY ,USD ,"1,500.00 ","123,340.36",2.13
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,VERIZON COMMUNICATIONS ,USD ,"3,600.00 ","180,600.63",3.13
ISIN,ATLANTIC CAPITAL-THE OPPORTUNISTIC EQUITY FUND,SHARES,UNITED STATES,WALT DISNEY ,USD ,"1,200.00 ","147,144.36",2.55
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,AXA ,EUR ,"11,000.00 ","254,100.00",3.54
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,BNP PARIBAS 'A' ,EUR ,"3,313.00 ","138,367.45",1.93
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,DASSAULT SYSTEMES ,EUR ,"1,700.00 ","238,510.00",3.33
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,ESSILORLUXOTTICA ,EUR ,"2,200.00 ","252,450.00",3.52
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,KERING ,EUR ,574.00 ,"298,537.40",4.17
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,L'OREAL ,EUR ,"1,080.00 ","270,540.00",3.77
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,LVMH MOET HENNESSY LOUIS VUITTON ,EUR ,730.00 ,"273,239.00",3.81
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,THALES ,EUR ,"2,500.00 ","271,625.00",3.79
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,TOTAL ,EUR ,"5,470.00 ","269,534.25",3.76
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,UBISOFT ENTERTAINMENT ,EUR ,"3,005.00 ","206,864.20",2.88
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,VINCI ,EUR ,"2,520.00 ","226,951.20",3.16
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,FRANCE,VIVENDI ,EUR ,"10,950.00 ","265,099.50",3.70
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,ALLIANZ ,EUR ,"1,300.00 ","275,600.00",3.84
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,BMW BAYERISCHE MOTOREN WERKE ,EUR ,"1,588.00 ","103,362.92",1.44
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,DAIMLER ,EUR ,"2,250.00 ","110,081.25",1.53
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,FRESENIUS ,EUR ,"3,060.00 ","145,900.80",2.03
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,SAP ,EUR ,"2,311.00 ","279,076.36",3.89
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,GERMANY,VOLKSWAGEN VORZ. -OSR- ,EUR ,"1,100.00 ","163,042.00",2.27
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,NETHERLANDS,AIRBUS ,EUR ,"1,863.00 ","232,278.84",3.24
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,NETHERLANDS,ASML HOLDING ,EUR ,975.00 ,"179,146.50",2.50
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,NETHERLANDS,ROYAL PHILIPS ,EUR ,"4,873.00 ","186,075.51",2.59
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,SPAIN,BANCO SANTANDER ,EUR ,"56,000.00 ","228,508.00",3.19
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,SPAIN,INDITEX INDUSTRIA DE DISENO TEXTIL ,EUR ,"11,000.00 ","290,950.00",4.06
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,SWITZERLAND,NESTLE ,CHF ,"2,261.00 ","205,791.67",2.87
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,SWITZERLAND,NOVARTIS  ,CHF ,"2,374.00 ","190,718.80",2.66
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,SWITZERLAND,ROCHE HOLDING D.RIGHT ,CHF ,890.00 ,"220,149.42",3.07
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,SHARES,UNITED KINGDOM,ROYAL DUTCH SHELL 'A' ,EUR ,"7,016.00 ","201,429.36",2.81
ISIN,SPIRIT EUROPEAN GLOBAL LEADERS,II. UNITS OF INVESTMENT FUNDS,LUXEMBOURG,LYXOR IDX - STOXX EUROPE 600 BANKS ETF ,EUR ,"25,216.00 ","442,767.74",6.18
ISIN,GLOBAL EQUITY FUND,SHARES,CANADA,BARRICK GOLD CORP ,USD ,"38,700.00 ","610,299.00",3.65
ISIN,GLOBAL EQUITY FUND,SHARES,CAYMAN ISLANDS,ALIBABA GROUP HOLDING ADR -SPONS.- ,USD ,"2,300.00 ","389,735.00",2.33
ISIN,GLOBAL EQUITY FUND,SHARES,FRANCE,ESSILORLUXOTTICA ,EUR ,"4,200.00 ","548,844.66",3.28
ISIN,GLOBAL EQUITY FUND,SHARES,FRANCE,KERING ,EUR ,985.00 ,"583,405.53",3.49
ISIN,GLOBAL EQUITY FUND,SHARES,FRANCE,LVMH MOET HENNESSY LOUIS VUITTON ,EUR ,"1,590.00 ","677,742.02",4.05
ISIN,GLOBAL EQUITY FUND,SHARES,FRANCE,SAFRAN ,EUR ,"2,800.00 ","410,856.26",2.45
ISIN,GLOBAL EQUITY FUND,SHARES,JAPAN,KAJIMA ,JPY ,"39,500.00 ","541,869.09",3.24
ISIN,GLOBAL EQUITY FUND,SHARES,JAPAN,NEXON ,JPY ,"15,200.00 ","220,367.46",1.32
ISIN,GLOBAL EQUITY FUND,SHARES,JAPAN,POLA ORBIS HOLDINGS ,JPY ,"10,000.00 ","279,376.16",1.67
ISIN,GLOBAL EQUITY FUND,SHARES,NORWAY,SALMAR ,NOK ,"5,544.00 ","241,174.95",1.44
ISIN,GLOBAL EQUITY FUND,SHARES,SWITZERLAND,VIFOR PHARMA ,CHF ,"3,070.00 ","444,126.67",2.65
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,AMERICAN EXPRESS ,USD ,"7,000.00 ","864,080.00",5.15
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,CITRIX SYSTEMS ,USD ,"2,420.00 ","237,498.80",1.42
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,COLGATE PALMOLIVE ,USD ,"7,350.00 ","526,774.50",3.15
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,CONAGRA BRANDS ,USD ,"7,760.00 ","205,795.20",1.23
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,CONSTELLATION BRANDS 'A' ,USD ,965.00 ,"190,047.10",1.14
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,CUMMINS ,USD ,"1,650.00 ","282,711.00",1.69
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,DR HORTON ,USD ,"15,600.00 ","672,828.00",4.02
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,ESTEE LAUDER COMPANIES 'A' ,USD ,"2,050.00 ","375,375.50",2.24
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,GENERAL DYNAMICS ,USD ,"1,000.00 ","181,820.00",1.09
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,HONEYWELL INTERNATIONAL ,USD ,"1,370.00 ","239,188.30",1.43
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,INTEL ,USD ,"9,000.00 ","430,830.00",2.57
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,INTUIT ,USD ,"1,370.00 ","358,022.10",2.14
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,JM SMUCKER CO ,USD ,"2,590.00 ","298,342.10",1.78
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,JP MORGAN CHASE & CO ,USD ,"5,875.00 ","656,825.00",3.92
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,KIMBERLY CLARK ,USD ,"4,525.00 ","603,092.00",3.60
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,L-3 TECHNOLOGIES ,USD ,"2,070.00 ","507,501.90",3.03
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,LENNAR CORP 'A' ,USD ,"13,200.00 ","639,672.00",3.82
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,MICRON TECHNOLOGY ,USD ,"11,000.00 ","424,490.00",2.54
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,MICROSOFT ,USD ,"5,020.00 ","672,479.20",4.02
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,NVIDIA ,USD ,"3,000.00 ","492,690.00",2.94
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,PROCTER & GAMBLE ,USD ,"5,770.00 ","632,680.50",3.78
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,RAYTHEON ,USD ,"3,430.00 ","596,408.40",3.56
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,SPIRIT AEROSYSTEMS HOLDINGS 'A' ,USD ,"5,100.00 ","414,987.00",2.48
ISIN,GLOBAL EQUITY FUND,SHARES,UNITED STATES,TEXAS INSTRUMENTS ,USD ,"4,500.00 ","516,420.00",3.09
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,BELGIUM,KBC GROEP ,EUR ,"11,425.00 ","658,537.00",0.35
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,BELGIUM,UMICORE ,EUR ,"23,500.00 ","662,700.00",0.35
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,AIR LIQUIDE ,EUR ,"3,300.00 ","406,065.00",0.22
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,AXA ,EUR ,"28,000.00 ","646,800.00",0.34
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,BIC ,EUR ,"5,000.00 ","335,250.00",0.18
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,COMPAGNIE DE SAINT-GOBAIN ,EUR ,"16,000.00 ","548,400.00",0.29
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,DANONE ,EUR ,"9,770.00 ","727,865.00",0.39
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,FRANCE,VINCI ,EUR ,"3,600.00 ","324,216.00",0.17
ISIN,ORCADIA GLOBAL SUSTAINABLE BALANCED,SHARES,GERMANY,BASF REG. ,EUR ,"10,910.00 ","697,367.20",0.37
